direction,zrot_deg,theta_y_deg,theta_z_deg,theta_total_deg,energy,success
backward,27.0,77.84509105788791,-0.07100170615451137,77.84509147799265,-8.164981517666593e-05,True
backward,26.75,77.72235777344149,-0.07051875913597232,77.72235820053348,-8.229790015938711e-05,True
backward,26.5,77.59999353353737,-0.07004671475429618,77.5999939676584,-8.294575724222022e-05,True
backward,26.250000000000004,77.47799597462398,-0.06958521525135898,77.4779964158158,-8.35933750794394e-05,True
backward,26.0,77.35636273750121,-0.06913391845175874,77.35636318580555,-8.42407423297813e-05,True
backward,25.75,77.23509146760186,-0.06869249691939681,77.23509192306035,-8.488784765674849e-05,True
backward,25.5,77.1141798152607,-0.06826063716852028,77.11418027791503,-8.553467972891166e-05,True
backward,25.25,76.99362543597317,-0.06783803892507947,76.99362590586493,-8.618122722021025e-05,True
backward,25.0,76.87342599064168,-0.06742441443474727,76.87342646781245,-8.68274788102512e-05,True
backward,24.75,76.75357914581218,-0.06701948781414394,76.75357963030352,-8.747342318460679e-05,True
backward,24.5,76.63408257389953,-0.0666229944421653,76.634083065753,-8.811904903511087e-05,True
backward,24.25,76.51493395340306,-0.06623468038852609,76.51493445266021,-8.876434506015365e-05,True
backward,24.000000000000004,76.39613096911198,-0.0658543018769092,76.39613147581433,-8.940929996497538e-05,True
backward,23.75,76.27767131230128,-0.06548162478023517,76.27767182649033,-9.005390246195812e-05,True
backward,23.5,76.15955268091804,-0.06511642414590761,76.15955320263534,-9.069814127091703e-05,True
backward,23.25,76.04177277975909,-0.06475848374889726,76.04177330904615,-9.134200511938954e-05,True
backward,23.0,75.92432949560275,-0.06440759652709088,75.92433003250106,-9.198548274256366e-05,True
backward,22.75,75.80722019653797,-0.06406356074351555,75.80722074108907,-9.262856288500814e-05,True
backward,22.5,75.6904427848356,-0.06372618479822968,75.69044333708104,-9.327123429878984e-05,True
backward,22.25,75.57399499429191,-0.06339528340142582,75.57399555427322,-9.391348574520645e-05,True
backward,22.0,75.45787456631227,-0.06307067811289967,75.45787513407102,-9.455530599470708e-05,True
backward,21.75,75.34207925003955,-0.06275219702724569,75.34207982561735,-9.519668382717472e-05,True
backward,21.5,75.22660680247482,-0.06243967447631359,75.22660738591327,-9.583760803220695e-05,True
backward,21.25,75.11145498859122,-0.06213295074786082,75.11145557993196,-9.647806740939636e-05,True
backward,21.0,74.9966215814408,-0.06183187181933899,74.9966221807255,-9.711805076860887e-05,True
backward,20.75,74.88210436225457,-0.06153628910588252,74.88210496952489,-9.775754693026175e-05,True
backward,20.5,74.76790112053635,-0.06124605922162675,74.76790173583406,-9.839654472560014e-05,True
backward,20.25,74.65400965414997,-0.060961043753542145,74.65401027751682,-9.903503299697248e-05,True
backward,20.0,74.54042776940081,-0.060681109046995065,74.54042840087862,-9.967300059810527e-05,True
