simulation_sample,time_s,reference_index,reference_time_s,reference_path_s_m,reference_is_terminal_hold,qp_status,qp_success,qp_iterations,qp_solve_time_s,qp_objective,qp_primal_residual,qp_dual_residual,beam_position_error_m,beam_position_error_mm,beam_tangent_error_rad,beam_tangent_error_deg,beam_feasible,desired_x,desired_y,desired_z,achieved_x,achieved_y,achieved_z,desired_tangent_x,desired_tangent_y,desired_tangent_z,achieved_tangent_x,achieved_tangent_y,achieved_tangent_z,magnet_x,magnet_y,magnet_z,magnet_qx,magnet_qy,magnet_qz,magnet_qw,q1_actual,q1_reference,q1_error,q2_actual,q2_reference,q2_error,q3_actual,q3_reference,q3_error,q4_actual,q4_reference,q4_error,q5_actual,q5_reference,q5_error,q6_actual,q6_reference,q6_error,insertion_actual,insertion_reference,insertion_error,qd1_command,qd1_reference,qd1_error,qd1_acceleration,qd2_command,qd2_reference,qd2_error,qd2_acceleration,qd3_command,qd3_reference,qd3_error,qd3_acceleration,qd4_command,qd4_reference,qd4_error,qd4_acceleration,qd5_command,qd5_reference,qd5_error,qd5_acceleration,qd6_command,qd6_reference,qd6_error,qd6_acceleration,insertion_rate_command,insertion_rate_reference,insertion_rate_error,insertion_rate_acceleration,beam_residual_x_m,beam_residual_instantaneous_x_m,predicted_next_beam_x_m,predicted_next_beam_error_x_m,beam_residual_y_m,beam_residual_instantaneous_y_m,predicted_next_beam_y_m,predicted_next_beam_error_y_m,beam_residual_z_m,beam_residual_instantaneous_z_m,predicted_next_beam_z_m,predicted_next_beam_error_z_m,beam_residual_norm_m,predicted_next_beam_error_m,flow_e_true_y_m,flow_e_true_z_m,flow_e_hat_y_m,flow_e_hat_z_m,flow_e_true_norm_m,flow_e_hat_norm_m,flow_estimate_error_m,flow_R_local_m,flow_alpha,flow_a_over_R,flow_phase_rad,flow_instantaneous_gain,flow_low_gain_held,flow_wall_contact,flow_quadrupole_residual
369,3.689999999999962,369,3.69,0.026166637430320862,0,riccati_dare,1,1,0.2537104170769453,0.00013934291156548464,0.9991838365030682,5.3800387565563545e-05,9.781881794904888e-05,0.09781881794904888,0.24669291044217243,14.134462604135274,1,0.7730451118287144,-0.7142995165341702,-0.10001665852906258,0.7730224352679766,-0.7142438822672595,-0.1000938538856805,-0.8657067430265186,-0.5005511260537908,-0.0006366197446765829,-0.961699793479104,-0.2740410284966876,-0.005917932301619612,0.5501608307861309,-0.7867730654249013,-0.10554089097700792,0.9982943307017617,-0.041535630461153,0.02058078005009831,0.035491579049764875,-0.7738633104198275,-0.7739539611641824,9.065074435488096e-05,-2.5396557156407695,-2.541795312886676,0.0021395972459066215,-1.6070586553256183,-1.5994042590215503,-0.007654396304068056,-0.48756919636359974,-0.4884281808466517,0.0008589844830519389,1.5455474616203042,1.545859513671315,-0.00031205205101070277,-2.2624809997581923,-2.2636058880739913,0.0011248883157990441,0.02558525943900267,0.025567262535141886,1.799690386078412e-05,0.03697838875542767,0.03298533855106562,0.003993050204362053,-0.4000000000000003,-0.043800268498476035,-0.042169389433644726,-0.0016308790648313087,0.4000000000000003,0.10016293437849864,0.0820896746695315,0.018073259708967143,0.4000000000000003,0.013576036229229907,0.011084605894908306,0.002491430334321601,-0.2742218107789086,-3.6597988118001676e-05,-0.004565886933136411,0.004529288945018409,0.4,0.010636485023345844,0.013159159554755863,-0.002522674531410019,-0.3999999999999999,0.0035971110802935436,0.0035971110802935436,0.0,0.0013574129774718592,nan,0.0001268565017806075,0.7729920258909936,-5.308593772079817e-05,nan,-5.7653056809966316e-05,-0.71430062368852,-1.1071543497553904e-06,nan,nan,-0.10013972110068155,-0.0001230625716189676,nan,0.00013402887415748957,-8.104492734515834e-05,6.050023294787735e-05,-0.00012685650178060877,5.765305680999438e-05,0.00010113633587949199,0.0001393429115654974,4.589996475178326e-05,0.003,4.5333653660259285,0.30000000000000004,2.6138050877864245,-443.86391493571887,0,0,0.001108477003624654
370,3.699999999999962,370,3.7,0.026203804054698646,0,riccati_dare,1,1,0.10797045798972249,0.00012639420767294335,0.9991838365030682,5.336469030075828e-05,9.149121289633965e-05,0.09149121289633964,0.24522221620761825,14.050198031541097,1,0.773012936431375,-0.7143181203298542,-0.1000166821900695,0.7729905997774812,-0.7142644709734726,-0.10008734662589054,-0.8657067430265186,-0.5005511260537908,-0.0006366197446765829,-0.9613001765455904,-0.27544808802137755,-0.005506485156992907,0.5508253968225849,-0.7869783269097002,-0.10544703511141709,0.9982853758123312,-0.04140744605740572,0.020876145315428765,0.035720000098052054,-0.7735335265322733,-0.7736278086272871,9.428209501383122e-05,-2.5400537183257543,-2.5422101031177595,0.002156384792005195,-1.6060170259818334,-1.5985966803275218,-0.0074203456543116,-0.48747250160922084,-0.48831913101003543,0.0008466294008145914,1.545587095640423,1.5458147892184966,-0.00022769357807361779,-2.262414634907959,-2.2634766593139832,0.001062024406024431,0.025621365694628206,0.025603301268633288,1.8064425994918087e-05,0.03297838875542771,0.03223814652052409,0.0007402422349036195,-0.4000000000000003,-0.03980026849847607,-0.04078927036299594,0.0009890018645198687,0.4000000000000003,0.1041629343784986,0.079426708029904,0.02473622634859461,0.4000000000000003,0.00966947543789212,0.010725643696789711,-0.0010561682588975906,-0.3906560791337827,0.003963402011881958,-0.004379745782383079,0.008343147794265038,0.4,0.006636485023345884,0.012687314973157334,-0.00605082994981145,-0.4,0.003610625562553653,0.003610625562553653,0.0,0.001351448226010965,nan,0.00011750332484733923,0.77296589018209,-4.704624928497658e-05,nan,-4.6566773380725056e-05,-0.7143310119306169,-1.2891600762676703e-05,nan,nan,-0.10012703173428623,-0.00011034954421673682,nan,0.00012065058993162843,-7.720057178970255e-05,5.95137500802498e-05,-0.00011750332484733816,4.656677338073402e-05,9.747725238880838e-05,0.00012639420767294565,4.233126633686454e-05,0.003,4.5333653660259285,0.30000000000000004,2.6892033114725784,-463.413342714971,0,0,0.0010365129957230852
371,3.709999999999962,371,3.71,0.026241108352775013,0,riccati_dare,1,1,0.10884216707199812,8.461421420797521e-05,0.9991838365030682,5.3100493903744695e-05,8.171822655606214e-05,0.08171822655606213,0.24361071412023516,13.957865763257525,1,0.7729806418489864,-0.7143367930382629,-0.10001670593872221,0.7729591150964762,-0.7142870991419176,-0.10007790221429393,-0.8657067430265186,-0.5005511260537908,-0.0006366197446765829,-0.960861025584803,-0.27698744617783944,-0.004903485698866204,0.5514805005124035,-0.7872265178790079,-0.10530289385740688,0.9982754651133966,-0.04127945598595492,0.021185148851385904,0.03596236552675347,-0.773243742644719,-0.7733093399462503,6.559730153132826e-05,-2.540411721010739,-2.542611111230176,0.0021993902194372694,-1.6049353966380484,-1.5978157108200766,-0.007119685817971844,-0.4874158068548419,-0.4882136621269869,0.0007978552721449872,1.5456270980151923,1.5457719036774586,-0.00014480566226637848,-2.262388270057725,-2.2633521269840973,0.0009638569263721308,0.025657606484852546,0.02563947484298645,1.8131641866096088e-05,0.028978388755427752,0.031448440523196675,-0.0024700517677689222,-0.3999999999999999,-0.03580026849847611,-0.0394130323068872,0.003612763808411086,0.4000000000000003,0.10816293437849857,0.07676795390575909,0.031394980472739475,0.4000000000000003,0.005669475437892161,0.01036843525950274,-0.004698959821610578,-0.4,0.004000237476922819,-0.004198128140368454,0.008198365617291273,0.003683546504086192,0.002636485023345925,0.012219907590267351,-0.009583422566921426,-0.4,0.003624079022434197,0.003624079022434197,0.0,0.0013453459880544015,nan,7.816146401571596e-05,0.7729411841990953,-3.9457649891105895e-05,nan,-3.2409115831090705e-05,-0.7143641716544107,-2.7378616147766266e-05,nan,nan,-0.1000843290825082,-6.762314378598588e-05,nan,8.294205406544944e-05,-7.066920713463836e-05,5.76252585147336e-05,-7.816146401571016e-05,3.240911583110922e-05,9.118556495371566e-05,8.461421420797694e-05,2.6305660322692358e-05,0.003,4.5333653660259285,0.30000000000000004,2.7646015351587323,-487.8887249414857,0,0,0.0003805650301381294
372,3.719999999999962,372,3.72,0.026278548449617564,0,riccati_dare,1,1,0.2527341661043465,8.858652055723151e-05,0.9991838365030682,5.221555530892722e-05,7.182348924597866e-05,0.07182348924597866,0.24203721087530589,13.867710668272936,1,0.7729482297046902,-0.7143555337208971,-0.1000167297738271,0.7729274371039975,-0.714309376712001,-0.1000676788846502,-0.8657067430265196,-0.500551126053789,-0.0006366197446765878,-0.9604296885163606,-0.2784901255154843,-0.0042501066735441346,0.552094345054346,-0.7874778053889298,-0.1051436917882223,0.9982664827736518,-0.04115043668695734,0.02149127876305349,0.03617728387156483,-0.7729939587571647,-0.7729989993803807,5.040623216046036e-06,-2.5407297236957236,-2.5429983590250056,0.0022686353292820094,-1.6038937672942635,-1.5970613419098976,-0.006832425384365903,-0.487399112100463,-0.48811176106037685,0.000712648959913853,1.5457071003899614,1.545730813113844,-2.3712723882685083e-05,-2.2624019052074917,-2.2632322515637395,0.0008303463562477909,0.025693976415527828,0.02567578082290443,1.81955926233969e-05,0.024978388755427794,0.03061148961117543,-0.0056331008557476345,-0.3999999999999999,-0.03180026849847615,-0.038036163909129554,0.006235895410653405,0.4000000000000003,0.1041629343784986,0.07410454245477642,0.030058391923722186,-0.4000000000000003,0.0016694754378922018,0.010011808150417786,-0.008342332712525585,-0.4,0.00800023747692278,-0.004020658219826155,0.012020895696748935,0.4000000000000001,-0.0013635149766540343,0.011755626187129987,-0.013119141163784022,-0.4,0.003636993067527999,0.003636993067527999,0.0,0.0012914045093802243,nan,5.4152293506076e-05,0.7729597434501365,1.1513745446278811e-05,nan,7.010777940049591e-05,-0.7144703960596559,-0.00011486233875879215,nan,nan,-0.10005905422750687,-4.232445367977067e-05,nan,0.00012295235897953437,-6.120023471172352e-05,5.379559226399798e-05,-5.4152293506082034e-05,-7.010777940054356e-05,8.148272501459661e-05,8.85865205572729e-05,0.00012410366225490565,0.003,4.5333653660259285,0.30000000000000004,2.8399997588448898,-516.5997360712638,0,0,0.00031859507659004113
373,3.729999999999962,373,3.73,0.02631611994970261,0,riccati_dare,1,1,0.10886529181152582,4.9682758405958134e-05,0.9991838365030682,5.254817961217971e-05,6.243099441748362e-05,0.062430994417483614,0.24040738362051928,13.774328445238272,1,0.772915703803721,-0.7143743401775722,-0.10001675369258589,0.7728957853517368,-0.7143320955182074,-0.10005818161903247,-0.865706743026522,-0.500551126053785,-0.0006366197446765989,-0.9599790597565361,-0.2800481051406305,-0.00364192752527484,0.5527493835339964,-0.7877249789779386,-0.10499895032179343,0.9982562433553706,-0.0410224023809685,0.021800415375449966,0.036419459007169204,-0.7727041748696104,-0.7726972568069567,-6.918062653737955e-06,-2.541087726380708,-2.5433718507905017,0.002284124409793531,-1.6028121379504785,-1.596333599969052,-0.006478537981426502,-0.4873424173460841,-0.48801341914604385,0.0006710017999597695,1.5457471027647307,1.545691474370329,5.562839440176326e-05,-2.262375540357258,-2.263116998034733,0.0007414576774751325,0.02573047336153218,0.025712214314961863,1.8259046570316684e-05,0.028978388755427752,0.02972970764808393,-0.000751318892656179,0.3999999999999999,-0.03580026849847611,-0.03666313211028934,0.0008628636118132305,-0.4000000000000003,0.10816293437849857,0.07144509029853051,0.03671784407996806,0.4000000000000003,0.005669475437892161,0.009656950741249023,-0.003987475303356862,0.4,0.00400023747692282,-0.003847919353182516,0.007848156830105337,-0.4,0.002636485023345925,0.011295947360032116,-0.00865946233668619,0.4,0.003649694600435249,0.003649694600435249,0.0,0.0012701532907250087,nan,6.78390960599959e-06,0.7728681020709083,-4.760173281270763e-05,nan,-4.9217426317133146e-05,-0.7143884395120016,-1.4099334429418242e-05,nan,nan,-0.10001233726418422,4.4164284016684485e-06,nan,4.9841960615048525e-05,-5.095234958248365e-05,5.036620373592464e-05,-6.783909605994965e-06,4.921742631713008e-05,7.164423498610541e-05,4.9682758405954475e-05,4.418337673282358e-05,0.003,4.5333653660259285,0.30000000000000004,2.91539798253104,-548.8042899222106,0,0,0.00027380820433589684
374,3.739999999999962,374,3.74,0.026353822670764665,0,riccati_dare,1,1,0.10901195788756013,0.0,0.9991838365030682,5.254817961217983e-05,5.603105727620427e-05,0.05603105727620427,0.23887027277486492,13.686258481138491,1,0.7728830643038671,-0.7143932123170551,-0.10001677769488256,0.7728638405169246,-0.7143540761055417,-0.10005196693106999,-0.8657067430265244,-0.5005511260537809,-0.00063661974467661,-0.9595500297783802,-0.2815194916462645,-0.0032428653284702004,0.5533378055375839,-0.7879685536525579,-0.1049145257436214,0.9982480362901813,-0.040894506885749665,0.022050187032182138,0.03663722971533215,-0.7724543909820561,-0.7724045528113639,-4.9838170692262374e-05,-2.541485729065693,-2.543731641183657,0.0022459121179640995,-1.6017705086066936,-1.595632414059444,-0.006138094547249562,-0.48732572259170515,-0.4879186143269845,0.0005928917352793772,1.5457471051395,1.5456538379181868,9.326722131319798e-05,-2.2623891755070247,-2.263006314926371,0.0006171394193463797,0.025767096671499796,0.025748774497792514,1.832217370728237e-05,0.024978388755427794,0.028803650296463486,-0.003825261541035692,-0.3999999999999999,-0.03980026849847607,-0.035295955375972715,-0.0045043131225033575,-0.4000000000000003,0.1041629343784986,0.06879345171940333,0.03536948265909527,-0.4000000000000003,0.0016694754378922018,0.009304408940973346,-0.0076349335030811444,-0.4,2.3747692286073263e-07,-0.0036802231069694587,0.0036804605838923195,-0.4,-0.0013635149766540343,0.010841575647120072,-0.012205090623774107,-0.4,0.0036623309967617505,0.0036623309967617505,0.0,0.0012636396326501593,nan,0.0,0.7728594311788838,-2.3633124983324372e-05,nan,0.0,-0.7144472762460646,-5.4063929009529055e-05,nan,nan,-0.1000095974540951,7.180240787454939e-06,nan,5.943895081670486e-05,-4.1430402189141496e-05,4.654169947019318e-05,0.0,0.0,6.231057707265918e-05,0.0,6.231057707265918e-05,0.003,4.5333653660259285,0.30000000000000004,2.990796206217194,-583.7360959806226,0,0,5.054696045709026e-05
375,3.749999999999962,375,3.75,0.0263916552125688,0,riccati_dare,1,1,0.2532317088916898,0.00013658786083742052,0.9991838365030682,5.1920080731877954e-05,4.92634585047277e-05,0.0492634585047277,0.23734236577420142,13.598715858511982,1,0.7728503124173215,-0.7144121494384565,-0.10001680177982565,0.7728317746179918,-0.7143759708363725,-0.10004462887257899,-0.8657067430265267,-0.5005511260537768,-0.0006366197446766212,-0.9591214065610564,-0.28298135785313594,-0.0027710257913471743,0.5538935448702244,-0.7882238019064727,-0.1048045134841096,0.9982391531464793,-0.04076601263841407,0.022326766015592987,0.036854319397452664,-0.7722446070945018,-0.7721213441532203,-0.00012326294128151005,-2.5418437317506775,-2.544077778202083,0.002234046451405458,-1.6007688792629087,-1.5949577270082025,-0.005811152254706187,-0.48726902783732623,-0.4878273261580686,0.0005582983207423897,1.5457871075142693,1.5456178539338943,0.00016925358037500615,-2.262442810656791,-2.2629001519963396,0.00045734133954855594,0.025803839508456175,0.025785459355521605,1.8380152934569655e-05,0.020978388755427835,0.027827937702704177,-0.006849548947276341,-0.3999999999999999,-0.03580026849847611,-0.033929386292948685,-0.0018708822055274257,0.4000000000000003,0.10016293437849864,0.0661393190842597,0.034023615294238946,-0.4000000000000003,0.005669475437892161,0.008952812535217613,-0.0032833370973254514,0.4,0.00400023747692282,-0.003517124634501037,0.007517362111423858,0.4,-0.005363514976653994,0.010390985862247099,-0.015754500838901092,-0.4,0.0036742836956379435,0.0036742836956379435,0.0,0.001195269887619312,nan,0.0001336614496442459,0.7728123532317053,-3.7959185616220914e-05,nan,-2.8122243991923422e-05,-0.7144406415805532,-2.8492142096658846e-05,nan,nan,-0.10014153003921704,-0.00012472825939138787,nan,0.0001334535148458378,-3.5191105501810205e-05,4.350297922029339e-05,-0.00013366144964424448,2.8122243991905445e-05,5.5954652241621654e-05,0.00013658786083741543,9.966431503650249e-05,0.003,4.5333653660259285,0.30000000000000004,3.0661944299033514,-620.631810345215,0,0,0.001992937976235255
376,3.7599999999999616,376,3.7600000000000002,0.026429606776210066,0,riccati_dare,1,1,0.1082607083953917,0.00012980746161936148,0.9991838365030682,5.1597793185464217e-05,4.068016112761154e-05,0.04068016112761154,0.2357318170954038,13.506438216516507,1,0.7728174574927689,-0.7144311461363727,-0.10001682594054041,0.7727997973347464,-0.7143985029777485,-0.10003348182607753,-0.8657067430265291,-0.5005511260537727,-0.0006366197446766325,-0.958667533823687,-0.28452123683025043,-0.002055574127751847,0.5544462069257623,-0.7885326978071895,-0.10463333810793168,0.9982261587280822,-0.04067089848661025,0.022641621748315282,0.03711833794603169,-0.7720748232069475,-0.7718481597106418,-0.00022666349630573457,-2.542161734435662,-2.5444102354873284,0.002248501051666185,-1.5997272499191237,-1.594309627397888,-0.0054176225212356766,-0.48717233308294733,-0.48773955370473404,0.0005672206217867126,1.5458088836911312,1.545583479247143,0.00022540444398821968,-2.262471583144288,-2.262798480851212,0.00032689770692373443,0.025840693339057846,0.025822257746158025,1.843559289982019e-05,0.016978388755427877,0.02680147763170289,-0.009823088876275012,-0.3999999999999999,-0.03180026849847615,-0.03256349024829053,0.0007632217498143787,0.4000000000000003,0.1041629343784986,0.06348273671127193,0.04068019766722668,0.4000000000000003,0.00966947543789212,0.008602185317449112,0.0010672901204430083,0.4,0.002177617686186332,-0.0033587427356830406,0.0055363604218693725,-0.1822619790736507,-0.00287724874970228,0.00994430210453103,-0.01282155085423331,0.24862662269517388,0.0036853830601669985,0.0036853830601669985,0.0,0.001109936452905515,nan,0.00011902216128945423,0.7727684867239033,-4.897076886556384e-05,nan,-5.180446133345225e-05,-0.7144423804635531,-1.12343271804205e-05,nan,nan,-0.10012243916935372,-0.00010561322881330604,nan,0.00011695512135367543,-2.7828399151107957e-05,4.059918433361487e-05,-0.00011902216128945429,5.1804461333473736e-05,4.922106833326787e-05,0.0001298074616193701,9.187959776571104e-05,0.003,4.5333653660259285,0.30000000000000004,3.1415926535895053,-658.7566226860783,0,0,0.0013890328057128167
377,3.7699999999999614,377,3.77,0.026467675092741234,0,riccati_dare,1,1,0.10832233307883143,0.00011381746242101123,0.9991838365030682,5.264874954883151e-05,3.3769987546260934e-05,0.033769987546260934,0.23406360065568355,13.410856455206195,1,0.7727845014944521,-0.7144502012750794,-0.10001685017558236,0.7727678694361767,-0.7144214832140146,-0.10002309994878411,-0.8657067430265314,-0.5005511260537687,-0.0006366197446766438,-0.9581935061692506,-0.2861175991671716,-0.0013871488356360473,0.5550400382171226,-0.7888374285807118,-0.1044766080427093,0.9982118537084598,-0.040576817950042914,0.022959520119505382,0.03740958963757455,-0.7718650393193932,-0.7715854651833397,-0.00027957413605350645,-2.5425197371206467,-2.5447290770078417,0.002209339887194961,-1.5986456205753388,-1.59368802852697,-0.004957592048368875,-0.4870356383285684,-0.4876552721245759,0.0006196337960074905,1.5457906598679931,1.5455506602666333,0.00023999960135978604,-2.2624603556317853,-2.2627012444661103,0.00024088883432504815,0.025877657474858883,0.025859166787244016,1.84906876148673e-05,0.020978388755427835,0.025729842570737405,-0.004751453815309569,0.3999999999999999,-0.03580026849847611,-0.031206294546108144,-0.004593973952367967,-0.4000000000000003,0.10816293437849857,0.06083927862602281,0.04732365575247576,0.4000000000000003,0.01366947543789208,0.008254656273754124,0.005414819164137956,0.4000000000000001,-0.0018223823138136274,-0.0032060046348383275,0.0013836223210247,-0.4,0.0011227512502976792,0.009504064839468536,-0.008381313589170856,0.4,0.0036964135801036816,0.0036964135801036816,0.0,0.001103051993668321,nan,-2.8271235911139406e-05,0.7727068928768787,-7.760861757344362e-05,nan,-0.00011025040576802883,-0.7144134423852383,3.6758889841115305e-05,nan,nan,-0.09997581285438753,4.103732119482839e-05,nan,9.517549702974911e-05,-1.6656551282477768e-05,3.709922203695597e-05,2.827123591113852e-05,0.00011025040576804403,4.066685353421348e-05,0.00011381746242102573,8.584638456786792e-05,0.003,4.5333653660259285,0.30000000000000004,3.2169908772756592,-697.4272220998071,0,0,0.0011530239200530164
378,3.779999999999961,378,3.7800000000000002,0.026505859827838995,0,riccati_dare,1,1,0.10943920910358429,0.0,0.9991838365030682,5.2648749548831634e-05,2.9931821048690108e-05,0.02993182104869011,0.23246877077435277,13.319479433964592,1,0.7727514447117974,-0.7144693146872306,-0.10001687448473867,0.7727357073519404,-0.714443902854156,-0.10001529709581596,-0.8657067430265338,-0.5005511260537646,-0.000636619744676655,-0.9577368189888071,-0.28764458286061456,-0.0008828953187633006,0.5555729833167883,-0.7891401189157923,-0.10436365719105134,0.9981985429808422,-0.0405038774151662,0.02323183369630585,0.037674747621822435,-0.7716952554318389,-0.7713337176274777,-0.00036153780436121163,-2.5429000513544366,-2.5450343888989755,0.0021343375445388446,-1.5976039912315538,-1.593092801170952,-0.004511190060601855,-0.4869389435741895,-0.48757445061563853,0.000635507041449046,1.5457517836332382,1.5455193402333707,0.00023244339986749907,-2.262446540281176,-2.2626083782596047,0.00016183797842872494,0.025914726992768356,0.02589618546022725,1.8541532541105354e-05,0.016978388755427877,0.024609985139453568,-0.007631596384025691,-0.3999999999999999,-0.03803142337899396,-0.029854583429258476,-0.008176839949735486,-0.2231154880517875,0.1041629343784986,0.05820266576570468,0.045960268612793925,-0.4000000000000003,0.009669475437892122,0.007909357448975626,0.0017601179889164958,-0.3999999999999999,-0.0038876234755022858,-0.0030585917999907076,-0.0008290316755115781,-0.20652411616886795,0.001381535060935574,0.009069386712286916,-0.007687851651351342,0.02587838106378974,0.00370695179094747,0.00370695179094747,0.0,0.0010538210843788324,nan,0.0,0.772728479466975,-2.29652448223705e-05,nan,0.0,-0.7145257509323337,-5.6436245103097527e-05,nan,nan,-0.10000705241291917,9.822071819501343e-06,nan,6.171649152305855e-05,-6.249756893739034e-06,3.318662133382704e-05,0.0,0.0,3.376997626273466e-05,0.0,3.376997626273466e-05,0.003,4.5333653660259285,0.30000000000000004,3.292389100961813,-736.0312348240506,0,0,0.00011941612481449383
379,3.7899999999999614,379,3.79,0.026544143082964208,0,riccati_dare,1,1,0.2531409999355674,5.248795243349185e-05,0.9991838365030682,5.2328435237598455e-05,2.8844496007043195e-05,0.028844496007043193,0.23091836956357276,13.230647988034924,1,0.7727183026396904,-0.7144884774136926,-0.10001689885661477,0.7727033914826662,-0.7144659805461905,-0.10000672274248945,-0.8657067430265362,-0.5005511260537604,-0.0006366197446766663,-0.9572899917628888,-0.2891293197378121,-0.000328844276660484,0.5560639716296785,-0.7894469111122814,-0.10423567445634577,0.9981861952703655,-0.040429998025061364,0.023499392343411495,0.037914553813224665,-0.7715654715442847,-0.7710933965939958,-0.0004720749502888921,-2.5432403655882267,-2.5453260890337805,0.0020857234455538,-1.596602361887769,-1.5925241314889313,-0.00407823039883759,-0.48688224881981057,-0.48749710913320077,0.0006148603133901975,1.545747621052594,1.5454894958434422,0.0002581252091518049,-2.2624727249305665,-2.26251986473811,4.713980754367242e-05,0.025951878046493855,0.025933295781305828,1.8582265188027414e-05,0.012978388755427919,0.02345290915582515,-0.01047452040039723,-0.3999999999999999,-0.034031423378994,-0.028484803991149204,-0.005546619387844797,0.4000000000000003,0.10016293437849864,0.055530239450119354,0.04463269492837929,-0.4000000000000003,0.005669475437892163,0.007558489234114969,-0.0018890137962228066,-0.4,-0.00041625806441722814,-0.0029099173627396705,0.0024936592983224423,0.34713654110850933,-0.0026184649390643853,0.00863400516282463,-0.011252470101889015,-0.4,0.0037151053725499542,0.0037151053725499542,0.0,0.0008153581602484465,nan,-1.3978583617626785e-05,0.7727201097106773,1.8070709868478474e-06,nan,5.059233490070921e-05,-0.7145865077613187,-9.803034762612128e-05,nan,nan,-0.09999199710508892,2.490175152584928e-05,nan,0.00010115983288986211,1.5779641181833964e-06,2.9876554497058665e-05,1.3978583617624535e-05,-5.059233490067156e-05,2.9918196459245177e-05,5.248795243345496e-05,8.141877869922922e-05,0.003,4.5333653660259285,0.30000000000000004,3.367787324647967,-774.0424174698469,0,0,0.0001657049762096923
380,3.799999999999961,380,3.8000000000000003,0.02658251467453415,0,riccati_dare,1,1,0.10782779194414616,0.0,0.9991838365030682,5.232843523759858e-05,2.9816650071781636e-05,0.029816650071781636,0.22941274110206397,13.144381831675696,1,0.7726850840941276,-0.7145076843570614,-0.1000169232847276,0.7726709231360751,-0.7144877345961793,-0.09999987902090403,-0.8657067430265386,-0.5005511260537563,-0.0006366197446766777,-0.9568533290095356,-0.29057132281922843,0.00011453581664116722,0.5565487853709257,-0.7897197248712606,-0.10413524667837032,0.9981750534733295,-0.04036289567558283,0.023724617988081967,0.038138455363549685,-0.7714086596670535,-0.7708646857126633,-0.0005439739543902089,-2.5435858275817873,-2.545604072290978,0.002018244709190764,-1.5956407325439839,-1.5919822167747657,-0.0036585157692181625,-0.48686555406543164,-0.4874232898402469,0.0005577357748152711,1.5457076095785367,1.5454611492929764,0.00024646028556030153,-2.262458909579957,-2.2624356842486693,-2.322533128795712e-05,0.025989110210130954,0.025970487425710457,1.8622784420496696e-05,0.015681187723113936,0.022287952682919648,-0.006606764959805712,0.2702798967686045,-0.0345461993560567,-0.027111218223143572,-0.007434981132913125,-0.051477597706270195,0.09616293437849868,0.05285169532492986,0.043311239053568824,-0.4000000000000003,0.0016694754378922035,0.007204918231662813,-0.00553544279377061,-0.4,-0.004001147405727657,-0.002759020864325397,-0.0012421265414022603,-0.35848893413104654,0.001381535060935574,0.008202795936474822,-0.006821260875539248,0.4,0.00372321636370974,0.00372321636370974,0.0,0.0008110991159785814,nan,0.0,0.7726612770160985,-2.3807078029070006e-05,nan,0.0,-0.7145607106160891,-5.302625902769975e-05,nan,nan,-0.10000805530421399,8.867980513610485e-06,nan,5.879797776407546e-05,1.017716112161112e-05,2.693949179182116e-05,0.0,0.0,2.8797757317138995e-05,0.0,2.8797757317138995e-05,0.003,4.5333653660259285,0.30000000000000004,3.443185548334121,-811.0311108288279,0,0,6.993943475950635e-05
381,3.809999999999961,381,3.81,0.02662097460254882,0,riccati_dare,1,1,0.10874591628089547,0.0,0.9991838365030682,5.23284352375987e-05,3.221919582658585e-05,0.03221919582658585,0.22794164803732359,13.060094407795106,1,0.772651789075109,-0.714526935517337,-0.10001694776907716,0.7726383251547801,-0.7145092550257852,-0.09999361968198078,-0.865706743026541,-0.5005511260537522,-0.0006366197446766891,-0.9564242140032813,-0.29198022479881053,0.0005207635182072345,0.5570194084451576,-0.7899711758718339,-0.10404094707755011,0.9981646774987577,-0.04030640840184267,0.023928993239006068,0.038341535155918094,-0.7712465874396083,-0.7706476638491031,-0.0005989235905051737,-2.5439141539091286,-2.5458683009175407,0.0019541470084121215,-1.5947191032001988,-1.5914671175108817,-0.0032519856893171717,-0.48688531114794875,-0.4873530198042878,0.0004677086563390498,1.5456692475070293,1.5454343228940313,0.00023492461299801093,-2.262417872022862,-2.262355794598033,-6.207742482899903e-05,0.026026423052212484,0.026007759964757987,1.866308745449713e-05,0.016207222744520678,0.021115103581685033,-0.004907880837164355,0.05260350214067474,-0.03283263273414205,-0.025733888260894632,-0.007098744473247421,0.1713566621914662,0.09216293437849872,0.05016717270033879,0.04199576167815993,-0.4000000000000003,-0.0019757082517133946,0.006848636512719965,-0.00882434476443336,-0.36451836896056355,-0.0038362071507523094,-0.0026058840002788942,-0.0012303231504734152,0.016494025497534953,0.004103755709536106,0.007775853133827116,-0.0036720974242910103,0.27222206486005596,0.003731284208153203,0.003731284208153203,0.0,0.0008067844443463211,nan,0.0,0.7726277251251444,-2.4063949964570064e-05,nan,0.0,-0.7145789412214513,-5.2005704114233e-05,nan,nan,-0.10000855749103016,8.3902780469991e-06,nan,5.791427901666771e-05,1.7045707636856918e-05,2.435893095269928e-05,0.0,0.0,2.9730685595854887e-05,0.0,2.9730685595854887e-05,0.003,4.5333653660259285,0.30000000000000004,3.518583772020275,-846.6697000703847,0,0,3.40389960260132e-05
