k,i_ref,u0_vx,u0_vy,u0_vz,u0_wx,u0_wy,u0_wz,u0_dL,p_x,p_y,p_z,p_qw,p_qx,p_qy,p_qz,p_L,y_x,y_y,y_z,y_tx,y_ty,y_tz,status,infeasible,pred1_err
62,64,-0.09087149733095937,-0.01588179867369911,0.0004980799559605135,8.505969282671945e-06,-0.0005327790356675027,-1.57057253730052,-0.0016959173906350951,0.643546597918688,-0.7078510046115553,-0.09,0.0214628433098212,-0.9957814237976703,-0.08743109987133064,0.017734293102123946,0.06472810138197152,0.7935126152544534,-0.7035252013568621,-0.09690682678706886,-0.9974961522799355,0.04653166727489738,0.053256268432382216,solved,0,0.00010674698927725225
63,64,0.0763867306802989,0.00842955933922547,-0.0003384263392717508,-8.130234182705186e-06,-0.0005059195784044774,1.5577278419642322,0.022525351314140636,0.644310465225491,-0.707766709018163,-0.09,0.02132380605721837,-0.9964321388723446,-0.07967279915779349,0.017903435197767294,0.06495335489511293,0.7932922659736362,-0.7033773406111988,-0.0969077531041507,-0.9973394123370753,0.05004391420666543,0.053006634018893516,solved,0,0.00010541499652265139
64,64,-0.07639555485188024,0.00718737356350473,0.0004245525540509209,3.593965809512933e-06,-0.0005197299627318287,-1.5701201451495268,-0.0012444391716704708,0.6435465096769721,-0.707694835282528,-0.09,0.021463511090400064,-0.99577591319044,-0.08749290958595503,0.01773807130444361,0.06494091050339623,0.7933044910978719,-0.7033762914241447,-0.0969147809155295,-0.9973329100210839,0.05029685490973186,0.05288944105457998,solved,0,5.4875906370919506e-05
65,64,0.08301343282427824,0.03282738903640534,-0.0003241939190145824,-7.925461943691523e-06,-0.0004926065344313044,1.5708058062612613,0.0510083300645376,0.6443766440052149,-0.7073665613921639,-0.09,0.021323280247224546,-0.9964323226909991,-0.07966949210819292,0.017908546656320204,0.06545099380404161,0.7930555340323261,-0.7033431849552756,-0.09691558438601984,-0.9972983184708027,0.05123198299903505,0.05264359308876781,solved,0,0.00027903917346207144
66,64,-0.09038018648341582,0.008598498719996898,0.0004954866938887304,6.260408602982182e-06,-0.0007965314576305475,-1.5707655829818472,-0.004399139447295623,0.6434728421403807,-0.707280576404964,-0.09,0.021462985707339424,-0.9957758155275782,-0.08749284690962739,0.017744497585498793,0.06540700240956865,0.7928336468367081,-0.7034889350496477,-0.09691571635894365,-0.9974494770158242,0.04838409428519351,0.05247399566509482,solved,0,5.369475841936971e-05
67,67,0.006025422033397928,-1.0000277404990392,9.455242686202767e-06,-8.102870845504259e-06,-0.0005173366652920973,0.2699067545075343,0.20069518876766188,0.6435330963607147,-0.7172808538099544,-0.09,0.021438752711710498,-0.995892938236408,-0.08614899078836427,0.017776018653416444,0.06741395429724527,0.7908945837386228,-0.7061051517229772,-0.0966838743296979,-0.9982759497910677,-0.019405358515219427,0.05539458574299007,solved,0,0.0030681726739918117
68,68,-0.42129597119563755,-0.4459653519592254,-0.009883579904704025,1.3428431953253742e-05,-0.0008042110824768801,-1.5708438922722867,0.0663618191832987,0.6393201366487583,-0.7217405073295466,-0.09,0.02157742722546957,-0.9951855216440523,-0.09396829987695833,0.017611097711934004,0.06807757248907825,0.7901436197583174,-0.7061480422702798,-0.0966937793965731,-0.9984281130774918,-0.015207688745365107,0.053944686666465555,solved,0,0.002806387601602703
69,68,0.09001298464051209,-0.12924865948696795,-0.00039485336568361693,-1.1278680202769621e-05,-0.0007037431574790633,-1.5707981666093653,0.044667852160741005,0.6402202664951634,-0.7230329939244163,-0.09,0.021714690937413243,-0.9944167483713245,-0.1017815761904548,0.017444583809340934,0.06852425101068567,0.789753638713004,-0.7079957809646525,-0.09671420093836153,-0.9969021878159434,-0.05814333895201274,0.05296583864432949,solved,0,0.0009915424904029578
70,69,0.007201664401889246,0.003390910545971865,-1.4802636990630993e-06,-6.001189690017124e-06,-0.0007175206676556892,-1.5707983325762647,0.05670563038142957,0.6402922831391823,-0.7229990848189566,-0.09,0.02185063442430036,-0.9935866327675562,-0.10958857598096035,0.01727706500973245,0.06909130731449996,0.7891735238882384,-0.7077382870143654,-0.0967050539647385,-0.9973384060886675,-0.05044016591568145,0.05264877399251164,solved,0,8.481176943392047e-08
71,69,-0.08202536139631136,-0.0014401786044076143,0.0004308965164627499,-9.626209576186567e-06,-0.0007315885510774278,-1.5707930149481903,0.05723833224558346,0.6394720295252192,-0.7230134866050006,-0.09,0.021985203885624773,-0.9926952301924454,-0.11738879126935677,0.017108548962283983,0.0696636906369558,0.7885903444846696,-0.7074921815398383,-0.096693711799892,-0.9976766091201579,-0.04353626688446646,0.05240207133566918,solved,0,3.837371061343046e-09
72,70,-0.014601828113223385,0.006010715406305271,0.00010050230138450947,1.6930283201383789e-06,-0.0007452244623046756,-0.9420422553013895,0.056475833978885955,0.639326011244087,-0.7229533794509376,-0.09,0.02206511558523151,-0.9921312302946734,-0.12206335782397915,0.01700850448814244,0.07022844897674466,0.7880168151302793,-0.7072600799047966,-0.09668085552203538,-0.9979332132861782,-0.03745927867620664,0.05221210837901116,solved,0,1.9232978758245155e-05
73,70,-0.08508194860779013,-0.0007723951422413235,0.00044310081814620924,-8.705312557350572e-06,-0.0007728458968740028,-1.5707950638535055,0.05781204986140571,0.638475191758009,-0.7229611034023601,-0.09,0.022197503187547433,-0.9911418931652501,-0.12985177319827448,0.016838511285342413,0.07080656947535871,0.7874316730271348,-0.7070431679828704,-0.09666553733056096,-0.9981260982009728,-0.03214654341105088,0.052066225490459514,solved,0,1.8866642598673764e-05
74,71,-0.014894578405715918,0.006731643260874404,9.932355372103305e-05,2.726764845359914e-06,-0.0007865868048930378,-0.29348799024717837,0.05613894912259016,0.6383262459739519,-0.7228937869697514,-0.09,0.022221691597637296,-0.9909502098664972,-0.13130616114827637,0.016809819528705437,0.07136795896658461,0.7868645342537035,-0.7068364461841596,-0.09664976038026904,-0.9982736613055863,-0.02741871917709163,0.05194141875446932,solved,0,3.796563391718192e-05
75,71,-0.08494521310413787,0.00015617535779818465,0.00043787268851725386,-6.6353172633230985e-06,-0.0008145980227439259,-1.570796961204694,0.05852552603541741,0.6374767938429106,-0.7228922252161734,-0.09,0.022352461258243736,-0.989888312874699,-0.1390850302953022,0.016638805772517154,0.07195321422693879,0.7862745796690895,-0.7066370865027995,-0.09663171159550082,-0.9983885766332323,-0.023107211645501717,0.05182959403890776,solved,0,3.7396560319690506e-05
76,72,-0.014911004426436699,0.007485388875511802,9.682578714598906e-05,-9.651468616936896e-07,-0.0008284571639265735,0.3710045166565412,0.056185187011468025,0.6373276837986462,-0.7228173713274182,-0.09,0.02232097655011911,-0.9901445466194503,-0.1372486195391687,0.01668434116784036,0.07251506609705347,0.7857087362599079,-0.7064373060714271,-0.09661428519362142,-0.9984812863702747,-0.018997902416287814,0.051712672258769694,solved,0,5.488438450140756e-05
77,72,-0.0847541512917398,0.0011044835751795117,0.00043236321435731657,-5.194082296471863e-06,-0.0008568088330339035,-1.570800535093529,0.0593317311058497,0.6364801422857288,-0.7228063264916664,-0.09,0.022450711940416326,-0.9890359972180811,-0.14502100046901337,0.01651275758832928,0.07310838340811196,0.7851121568442754,-0.7062347052098654,-0.09659472087282264,-0.99855583072743,-0.014968630952898111,0.051596443750009886,solved,0,5.3976723928238556e-05
78,73,-0.014915786569453048,0.008243424719232353,9.424021220435415e-05,-8.185202977915517e-06,-0.0008713735798929091,0.3484656776380194,0.03338173018465882,0.6363309844200342,-0.7227238922444741,-0.09,0.02242123491724625,-0.9892870990498333,-0.14329765421448784,0.01655615217905853,0.07344220070995855,0.7847753016365369,-0.7060173728229777,-0.09658858879582248,-0.9986176666881955,-0.010818088733674491,0.05143660889264025,solved,0,5.270692530411724e-05
79,73,0.003423805011344035,-0.048124293545417474,6.483080780651109e-06,-2.993351106402877e-07,-0.0008702193240512886,-1.57079708759372,0.05523790980210422,0.6363652224701477,-0.7232051351799282,-0.09,0.022549948857807055,-0.9881310689448101,-0.15106309874195342,0.016383851530582756,0.07399457980797959,0.7842210654579852,-0.7057998919950813,-0.0965701837434748,-0.9986598134161814,-0.006701731024925583,0.05131923488154728,solved,0,0.0001228905719393094
80,73,-0.0857335259971177,-0.0435104899998194,0.0004310152005628043,-1.0794187767633558e-05,-0.0009161433829098809,0.11771348997703847,0.051106095393728804,0.6355078872101765,-0.7236402400799264,-0.09,0.022539556643020237,-0.9882197347693181,-0.1504815950047176,0.016401639053183592,0.07450564076191687,0.7837119161785249,-0.7058333465770574,-0.09652008646370065,-0.9986235666885679,-0.007540418503760346,0.051904856641662625,solved,0,1.2168550881668122e-05
81,74,-0.09059366788589673,-0.0010685435125122778,0.0004496781835865859,1.065622882767022e-06,-0.0009488985183583842,-1.5704904091549976,0.005552609210733929,0.6346019505313175,-0.7236509255150516,-0.09,0.022666944814874808,-0.9870075523029581,-0.15823693078456857,0.016228833770868197,0.07456116685402421,0.7836592288084223,-0.7060145527065996,-0.0964906940271244,-0.9985554581751039,-0.011648389221207995,0.052452950129228966,solved,0,4.3090398627050066e-05
82,74,0.09440571781012708,-0.11927093335284691,5.602940842555877e-05,-1.436348017742976e-05,-0.000899009180277616,1.5708045905008907,0.0526258473067701,0.6355460077094188,-0.72484363484858,-0.09,0.02253800322427748,-0.9882198227236536,-0.15048025311278942,0.016410783339134788,0.07508742532709191,0.783134562406751,-0.7060623541788841,-0.09645284778482413,-0.9985291281432935,-0.012604779416045778,0.05273234098034243,solved,0,8.192695556497239e-05
83,75,-0.1630309213315069,-0.08462991637356888,-0.003966046932062117,1.0130417369140884e-05,-0.0009762533816779106,-1.57081833559021,-0.0023243071548332073,0.6339156984961037,-0.7256899340123157,-0.09,0.022665514079285538,-0.9870073880322208,-0.15823721028535268,0.016238094791085244,0.07506418225554358,0.7831937028029525,-0.7074488555110805,-0.09636650203503913,-0.9976201051266425,-0.04257723897870326,0.054233795442114596,solved,0,0.004634226199933608
84,76,0.07354156797276347,0.01801980328394126,-0.00032367078627743625,-1.4599714535237099e-05,-0.0009299248299968418,-0.0005844044381300437,0.20041221678228188,0.6346511141758314,-0.7255097359794763,-0.09,0.022664753733332117,-0.987006851798208,-0.1582402009119358,0.01624260622400234,0.0770683044233664,0.7812284535394942,-0.7071270420405353,-0.0962778702069394,-0.9979346214671344,-0.03455520324434872,0.05415190860892161,solved,0,0.001433511685428562
85,76,-0.3569280093976332,-0.0232273091038767,0.0017165150856767464,1.889263978749859e-05,-0.0017225985933040989,-1.5707804947578115,-0.004524874333081,0.6310818340818551,-0.7257420090705151,-0.09,0.02279035157306523,-0.9857334783937136,-0.1659872900401761,0.0160726162812697,0.07702305568003559,0.7812247019586067,-0.7071459284165335,-0.0963041968348057,-0.997986766307877,-0.033772777025710576,0.05368252794269565,solved,0,1.214683296028722e-05
86,78,0.1532591759498938,0.027599402575798338,-0.000682914097920575,-1.5975950900173224e-05,-0.0010199544431442624,-1.3743919211196793,0.20059396947100205,0.6326144258413541,-0.7254660150447572,-0.09,0.02289933772134764,-0.9845694742978909,-0.17275735561473451,0.015920637352279332,0.07902899537474561,0.779301120142539,-0.7072219594520346,-0.09624059175877318,-0.9980101639067044,-0.03374706256069611,0.05326207381840977,solved,0,0.0017661558686198513
87,79,-0.3536667958558177,-0.027221209134093073,-0.0016686032793225701,2.0832791055020204e-05,-0.00128931212135383,-1.5708530003752472,0.09864968003060448,0.6290777578827959,-0.7257382271360981,-0.09,0.02302266389579021,-0.9831821325260067,-0.18048516300095566,0.015746655685381004,0.08001549217505166,0.7782437774536474,-0.7075726591062901,-0.09629227601290141,-0.9978332670011578,-0.04133861637623457,0.05118486164770408,solved,0,0.0006860691679205166
88,79,-0.0009350566294084604,-0.13793821655727376,-0.0010305748940242186,-1.8848867078665876e-05,-0.0012004522104802475,-1.5707999353346374,0.0430283165662676,0.6290684073165018,-0.7271176093016709,-0.09,0.02314445080979849,-0.9817342005331456,-0.18820156881833303,0.015571236128730648,0.08044577534071434,0.7778203137048522,-0.707848727320402,-0.09631429693921045,-0.9977319475874228,-0.04438914067732971,0.05060202519006948,solved,0,5.007630004160803e-05
89,79,0.07663312712274913,0.021372843296779104,-0.00034123831175921827,-3.689411205166169e-06,-0.0012627119776551091,-1.2118992501045152,-0.004568612193791828,0.6298347385877293,-0.7269038808687032,-0.09,0.02323717285244405,-0.980575679554345,-0.19414703839322014,0.015436902134229272,0.08040008921877642,0.777864343946672,-0.7078712296540197,-0.09634150545368897,-0.9977813540111505,-0.04359787647583245,0.050314955574593895,solved,0,0.00011216749996284269
90,80,0.12381904031556623,-1.0023390506985983,-0.005077053601183768,-9.89601931670123e-06,-0.0011836539888537467,-0.19877518725065396,-0.003360214211819291,0.631072928990885,-0.7369272713756891,-0.09,0.023251306204993088,-0.980382146988344,-0.19512165120042851,0.01541959335083756,0.08036648707665822,0.778041173188554,-0.7096152713363612,-0.09609054295326602,-0.9953883480587465,-0.07867270796569875,0.05488753565449584,solved,0,0.00184950889173553
91,81,-0.07083382279516809,-0.09876332000463024,0.0004092265487568956,1.0655086352265355e-05,-0.001227976927577842,-1.570827674720123,0.040948452759584336,0.6303645907629333,-0.7379149045757355,-0.09,0.023370549643227982,-0.9788193158641914,-0.20281575275811908,0.015242530422714767,0.08077597160425407,0.7776289803972634,-0.7102347332720772,-0.09610592083807169,-0.9945067887200514,-0.08962900575897664,0.05406374493492338,solved,0,0.00014377799137599236
92,81,0.014635829355852784,0.012752027847718025,-6.10292049399672e-05,-1.9504885265779e-05,-0.0012272307180068078,0.15117923425437332,0.06653401505938711,0.6305109490564919,-0.7377873842972583,-0.09,0.02335768122950353,-0.9789722525924445,-0.2020759540009919,0.015266178180709277,0.08144131175484794,0.7769372060536619,-0.7098887031293784,-0.09608970992613183,-0.9951367811029329,-0.08252140057954993,0.05378666509910225,solved,0,2.784080984262409e-05
93,81,-0.08786221295459853,-0.0038872785293734224,0.0004111809405685031,8.039497745930285e-06,-0.0012712514738014225,-1.5707553965048928,0.054116464294647275,0.6296323269269458,-0.737826257082552,-0.09,0.02347561170515793,-0.9773549192016918,-0.20975842037829903,0.015088493885205348,0.08198247639779441,0.776374088652577,-0.7095666779271688,-0.09607972041825986,-0.995618676435473,-0.07668051544438109,0.05351214520145078,solved,0,2.5476611230289186e-05
94,82,0.0019252680887256411,-0.05350914190928244,-4.130658345261045e-06,-2.0170323738224025e-05,-0.0012698618494060901,0.15353481355031273,0.05990508009952017,0.629651579607833,-0.7383613485016448,-0.09,0.02346259135421782,-0.977515563842951,-0.2090082191891335,0.01511269542900239,0.08258152719878961,0.7757580309809549,-0.7092904096177297,-0.09606522548506766,-0.9959748023468612,-0.0720793655241205,0.053279997708060335,solved,0,0.00015711217244180725
95,83,-0.08898676095267863,-0.00858721720204894,0.0004148693566135741,8.528043046532187e-06,-0.001313008560214011,-1.57081682997417,0.04720651656666694,0.6287617119983062,-0.7384472206736653,-0.09,0.02357923240179593,-0.9758437626732481,-0.21667933666087166,0.014934380310687626,0.08305359236445628,0.7753327788967873,-0.7099972355274907,-0.09601799963735974,-0.9948416159022668,-0.08611587386752138,0.053611710819555285,solved,0,2.308496134213783e-05
96,83,-0.009431386344640651,0.010754846042698666,4.391576753497441e-05,-2.0830421877298533e-05,-0.001312693339906824,0.17940373602587512,0.017535343909499734,0.6286673981348598,-0.7383396722132384,-0.09,0.02356430269495136,-0.9760376398706089,-0.21580405583183046,0.014961907660612807,0.08322894580355128,0.7751358201052444,-0.7096822381634216,-0.09602790182013914,-0.9953133156051044,-0.08068532687296837,0.053303675357110114,solved,0,2.081451178167103e-05
97,83,0.017009528191395965,-0.06080376495301479,-7.261130781212793e-05,8.66670242976435e-06,-0.0012968702388958314,-1.5708029579906295,0.059741101704894606,0.6288374934167738,-0.7389477098627685,-0.09,0.02367972870546222,-0.9743125274371095,-0.22346328726267617,0.014782711974001512,0.08382635682060023,0.7745752025300237,-0.7095449600792956,-0.09600834758233741,-0.9955714203435033,-0.0774865045848231,0.053229583902617505,solved,0,5.214429205464049e-05
98,84,-0.029065455520105175,-0.3580200492101865,-0.0007839429511013292,-1.6805683799881192e-05,-0.0013538827659340114,0.19289511128524986,0.04166242007657999,0.6285468388615727,-0.7425279103548703,-0.09,0.02366386554401616,-0.9745275010200779,-0.22252364439201192,0.014812120360516634,0.08424298102136603,0.774167674051852,-0.7103762728767687,-0.0959443962357539,-0.9944275599763216,-0.09061946098835592,0.053869669107200244,solved,0,0.0006459843428059144
99,84,-0.0778968910171634,-0.07060905009250365,0.0003499712772459678,4.719896071995945e-06,-0.0013819889854113777,-1.5707705421669877,0.03304641208133145,0.6277678699514011,-0.7432340008557954,-0.09,0.023777952121547163,-0.9727496923910062,-0.2301706613945069,0.014632552044106363,0.08457344514217935,0.7738650795181631,-0.710767590507352,-0.09593887071143076,-0.9938222185509653,-0.09716236046463012,0.05363649525629491,solved,0,2.2394919511691353e-05
100,85,0.02229223406328451,-0.12716525328665843,-9.93306302520447e-05,-2.190965473301064e-05,-0.0013808116442054865,0.23706078562219773,0.06918256382185134,0.6279907922920339,-0.7445056533886619,-0.09,0.023758895725965744,-0.9730217327438597,-0.22901766170626436,0.014667416562388161,0.08526527078039786,0.7731635231175151,-0.7106657375148895,-0.09590796664217137,-0.994124224160788,-0.09404235722531022,0.05360095133687698,solved,0,0.00019438445594140998
101,85,-0.013421077896803307,-0.3421628343116939,0.0012350775657435393,1.5560475468340674e-05,-0.0014091347317008126,-1.5708299966748753,0.04493114352150696,0.6278565815130659,-0.7479272817317789,-0.09,0.023871823954317282,-0.9711928953914197,-0.23665294426229552,0.01448723349407386,0.08571458221561293,0.772735646370457,-0.7109637913714603,-0.0958950247264918,-0.9937004539609526,-0.09850234308417571,0.053448070168380914,solved,0,1.029027214153033e-05
102,85,0.07090972027657283,-0.3409378732084282,-0.028374719017847504,-2.2838589772536794e-05,-0.00143921784127277,0.20121077832775244,0.01315177647127077,0.6285656787158316,-0.7513366604638632,-0.09,0.023855423058883694,-0.9714303879225322,-0.23567592570367307,0.01451820426489095,0.08584609998032564,0.7726092267765061,-0.7110364792893155,-0.09589364576605837,-0.9935933796695638,-0.09960302473398373,0.05339881403791268,solved,0,4.103174140122779e-05
103,86,0.042705749976251095,-0.14427887351621332,-0.018877556760461534,8.84833409143244e-06,-0.0014229644216381496,-1.5708026871515584,0.03830110613344591,0.628992736215594,-0.7527794491990253,-0.09,0.0239670784961716,-0.9695493392484537,-0.24329837480049926,0.014337319508234586,0.08622911104166009,0.7722287163718912,-0.7110866515171387,-0.09589330894796409,-0.9935583055896008,-0.10008045246727897,0.05315822069883491,solved,0,4.6878937252801575e-05
104,86,0.000549495486501274,-0.32280352997269335,-0.025486941683011844,-1.7695069307291605e-05,-0.0014529513312046786,0.13954694498061168,0.016673354863753785,0.628998231170459,-0.7560074844987522,-0.09,0.023955215732125716,-0.969718758892408,-0.242622002768024,0.014361060693012904,0.08639584459029763,0.7720660329151331,-0.7111452336864665,-0.09589640099047167,-0.9934734318039675,-0.1009833434559065,0.05303682347307424,solved,0,1.1863453067899624e-05
105,86,0.062149736017350896,-0.22064137132689263,0.026903978573008313,1.754421068122933e-05,-0.001452142339882526,-1.5708059876779017,0.01991776501274564,0.6296197285306325,-0.7582138982120211,-0.09,0.02406559140172673,-0.9677832028342357,-0.2502308141684143,0.01417953676980791,0.08659502224042509,0.7718645134418678,-0.7111452573998296,-0.09593388126441317,-0.9935111279870881,-0.1009650102979038,0.05236129545158239,solved,0,4.5179270959146005e-05
106,86,0.0025265158382104897,-0.027800988219324235,-0.04914344277391975,-1.8848935826511464e-05,-0.0014511726291711435,1.5574964440517696,0.021280162070456358,0.6296449936890146,-0.7584919080942144,-0.09,0.023952533073259525,-0.9697024051137931,-0.2426868842332877,0.014373513733192452,0.08680782386112966,0.771654886419306,-0.7111971725311269,-0.09594624200896926,-0.9934347784663814,-0.1018544899774272,0.052086503097154464,solved,0,2.4520505995810907e-05
107,86,0.06486899186643547,-0.1991037459737638,-0.044900900672714676,1.8814271952358087e-05,-0.0014506495026497942,-1.5703941891906288,0.006341231668901022,0.630293683607679,-0.760482945553952,-0.09,0.024062984921155897,-0.9677668552036044,-0.2502935722758686,0.014192054234485003,0.08687123617781867,0.7715924900086991,-0.7112267166278307,-0.09598046302858712,-0.9933784914494436,-0.10265917447731003,0.051577772550442096,solved,0,8.362043364446089e-05
108,87,0.026094569853581086,-0.07264465916792484,-0.009185020877660214,-2.275009216848688e-05,-0.0014492932858088472,1.5708114847068013,0.02601020414945728,0.6305546293062149,-0.7612093921456312,-0.09,0.02394885487601617,-0.969702706167754,-0.24268521015275796,0.014387590978820374,0.08713133821931324,0.7713357076753945,-0.7112862415148539,-0.09600143901982588,-0.9932839131378874,-0.10377835054321063,0.051157813284153815,solved,0,4.785364098594427e-05
109,87,0.14406618175409305,-0.4499645614196325,-0.06581622094429514,2.3324727405695654e-05,-0.0014764255462240165,-1.5703093711163176,0.010009380466822487,0.6319952911237557,-0.7657090377598276,-0.09,0.024059401952505777,-0.967767273042179,-0.2502914929237794,0.014206300580314642,0.08723143202398147,0.7712372426439892,-0.7113150379000232,-0.09600943523182533,-0.9932424848483176,-0.10423958345271832,0.051024264168564905,solved,0,0.00011479987755009198
110,87,0.04728696095555931,-0.10383484207059139,-0.009728897114241158,-2.3150006070367374e-05,-0.0014611315228367017,1.5708056181273733,0.02727043812267369,0.6324681607333114,-0.7667473861805335,-0.09,0.02394514381466345,-0.9697030996468332,-0.2426831574553583,0.01440186482775228,0.08750413640520821,0.7709685986745838,-0.7113805124559116,-0.0960261675442717,-0.99310397572396,-0.10573108626149262,0.050650081927169216,solved,0,6.959175806970402e-05
111,87,-0.03324178823995304,-0.14741389725537613,0.00032996057995410597,1.702698798311577e-05,-0.0014878788429001399,-1.570793474861336,0.0024535521155519416,0.6321357428509118,-0.7682215251530873,-0.09,0.024055793063310574,-0.9677670766170314,-0.25029178767393334,0.014220592786757951,0.08752867192636372,0.7709418164659055,-0.7113642323101953,-0.09602321617797861,-0.9931926973694597,-0.10487076448087665,0.05069900047509528,solved,0,3.0436092762586052e-05
112,87,0.08984389524480152,-0.0033386388525516605,-0.00041919414512342035,-2.3129284783196237e-05,-0.0014593620025633452,1.5708055040202527,0.015478349783608814,0.6330341818033598,-0.7682549115416129,-0.09,0.0239414251073564,-0.9697029054227931,-0.2426834540533823,0.014416119697832547,0.08768345542419981,0.7707846210867785,-0.7113486743170395,-0.09601463275964046,-0.9932726304056659,-0.10409219026136057,0.05073753653462273,solved,0,3.395498977372655e-06
113,87,-0.057050364052480255,-0.08130574063117471,0.00014249309639413252,1.6997631680011697e-05,-0.0014861210100705659,-1.5708021523370699,0.0017260624396284179,0.632463678162835,-0.7690679689479246,-0.09,0.024052189032539018,-0.9677668692345757,-0.2502921244890995,0.014234866820024174,0.0877007160485961,0.7707655682793435,-0.7113406645111731,-0.09602079722280125,-0.9933014173718802,-0.10387578493415811,0.050617344372522806,solved,0,7.925398505143736e-07
114,87,0.000896255715193298,-0.021725905096962324,-5.8348290373706265e-05,-2.3316308316369168e-05,-0.0014849911085267008,0.3167041454609454,0.00798297851912214,0.6324726407199869,-0.7692852279988942,-0.09,0.024027646447928545,-0.968161895564294,-0.2487595126634928,0.014280092539900752,0.08778054583378732,0.7706849384728083,-0.7113444526162208,-0.09602417540962686,-0.9932894530963368,-0.10404468238155937,0.050505112965922624,solved,0,5.143794928714328e-07
115,87,-0.002591356072557274,0.004814902420129157,2.233306859126434e-05,2.3092016438925655e-05,-0.0014839557497119235,-1.5707561626139366,0.054405678044216414,0.6324467271592613,-0.769237078974693,-0.09,0.02413732304112533,-0.9661782453403066,-0.25635567049972924,0.014098158396366717,0.08832460261422949,0.7704951159052342,-0.7114005780245973,-0.09602665977131415,-0.993175256521964,-0.1052126770461859,0.050330929072548616,solved,0,0.00040504410540520563
116,88,0.5996054916566828,-1.0000015746888835,-0.19546654708418476,-2.3918476600065773e-05,-0.0015247339676582876,0.3788381736256986,-0.003437992906363302,0.6384427820758282,-0.7792370947215818,-0.09,0.024108505234336997,-0.9666619936954226,-0.2545252713816072,0.014151188935076916,0.08829022268516586,0.7701817853139047,-0.7114592510243465,-0.09603006660643848,-0.9930471039050893,-0.10654308984330388,0.050060158133553675,solved,0,5.2317304538433344e-05
117,88,0.8762188355829117,-1.0000364065913119,-0.18547850543030517,2.3234049202637636e-05,-0.00150317024347342,-0.7559219129953805,-0.0044018130705079095,0.6472049704316573,-0.7892374587874948,-0.09,0.024160018202743713,-0.9656929760578385,-0.2581772291428664,0.014067262175344205,0.08824620455446078,0.7702387432602122,-0.711453346440837,-0.09604375835155403,-0.9929766784563292,-0.10726111694606376,0.04992363000943293,solved,0,2.3009106544809273e-06
118,88,0.6716283561969232,-1.0000245119826472,-0.06883243775870868,-2.3090942580702286e-05,-0.0015150202255195208,1.1643210651707319,-0.003728854818771883,0.6539212539936264,-0.7992377039073213,-0.09,0.02407564801197961,-0.9671795055547322,-0.25255118721454684,0.014214958467399497,0.08820891600627306,0.7702942489296888,-0.7114511491154587,-0.0960527461410271,-0.992893637749547,-0.10804502579336238,0.04988483254240002,solved,0,2.5641569303054115e-06
119,88,1.0000131400741878,-0.999999536203004,-0.18304934033352668,2.301606788849968e-05,-0.0016195263836840026,-1.5707960099980531,-0.004346708105268736,0.6639213853943683,-0.8092376992693513,-0.09,0.02418461457089687,-0.9651660459705999,-0.2601397217000551,0.01403329317562525,0.08816544892522038,0.7703073602432066,-0.7114804200964754,-0.09606176782265773,-0.9927633633204707,-0.10926612914319267,0.04981784289479426,solved,0,9.558264628265967e-07
120,88,1.0000599118250693,-0.9999408390800857,0.031306862070748724,-2.3231509439059793e-05,-0.0014879007983154976,1.570796387677503,0.16185456991034697,0.673921984512619,-0.8192371076601521,-0.09,0.024071605160912727,-0.9671792880276974,-0.25255156116034205,0.014229953994572272,0.08978399462432385,0.7703843017181434,-0.7115513245089987,-0.09606393375080721,-0.9925497220662124,-0.11113885228015895,0.04993200116291632,solved,0,0.000245254242674835
121,91,0.9999884902049899,-1.0000179671987561,-1.0000133851078967,2.6313216466719455e-05,-0.0017223080482174553,-1.5707958527212003,-0.004025012908424412,0.6839218694146689,-0.8292372873321396,-0.09,0.024180575761174012,-0.9651658178831471,-0.2601401052672137,0.014048821209516045,0.0897437444952396,0.76967232315837,-0.7149304989286255,-0.09318295863963012,-0.951631886778166,-0.28950494572008256,0.10287681211351773,solved,0,0.0037235107676288986
122,92,-0.7666048341252576,-0.509748662513807,-0.00655551984256206,-2.5042977841687984e-05,-0.0015949885819825048,-1.2496995276968315,0.20022025475563773,0.6762558210734163,-0.8343347739572777,-0.09,0.02426569172567582,-0.9635213928144436,-0.2661660185423751,0.013905120182487284,0.09174594704279598,0.767849636353033,-0.7168900572182306,-0.0959786506152868,-0.9513038707553494,-0.3042279169306776,0.049662058413946684,solved,0,0.0013203934987945
123,95,0.23706983948896077,-0.5601929563673154,-0.016631479114380184,2.845976522049417e-05,-0.0017994889074762965,-1.5707963619676704,0.2000734961919918,0.6786265194683059,-0.8399367035209508,-0.09,0.024371895068963596,-0.9614011053664937,-0.27372542738531036,0.01372281798906319,0.0937466820047159,0.7664517833556959,-0.7187694208815437,-0.09539958907612517,-0.9175481432202767,-0.3928561601338581,0.06139578420301548,solved,0,0.0006294281188718235
124,96,-0.054229832269116526,-0.1770687315989611,-0.00028824914192819264,-2.965435157847853e-05,-0.0018537968447159957,-1.570796315949073,0.20030204264000837,0.6780842211456147,-0.8417073908369405,-0.09,0.02447624135518575,-0.9592215175070234,-0.2812679619154815,0.013539850832165712,0.095749702431116,0.7645272976183521,-0.7192857619691465,-0.09566621043207267,-0.9337181173802837,-0.3536868989588302,0.055462192353937935,solved,0,1.609915842015219e-06
